QueryId 	Document 		Ranking 	R/N 			Precision 		Recall
39 		cacm-2651 		1 		R 			1 			                0.02941176470588235294117647059
39 		cacm-2958 		2 		N 			0.5 			                0.02941176470588235294117647059
39 		cacm-2406 		3 		N 			0.3333333333333333333333333333 			                0.02941176470588235294117647059
39 		cacm-3103 		4 		N 			0.25 			                0.02941176470588235294117647059
39 		cacm-3105 		5 		N 			0.2 			                0.02941176470588235294117647059
39 		cacm-1861 		6 		R 			0.3333333333333333333333333333 			                0.05882352941176470588235294118
39 		cacm-2799 		7 		N 			0.2857142857142857142857142857 			                0.05882352941176470588235294118
39 		cacm-2940 		8 		N 			0.25 			                0.05882352941176470588235294118
39 		cacm-3031 		9 		R 			0.3333333333333333333333333333 			                0.08823529411764705882352941176
39 		cacm-2731 		10 		N 			0.3 			                0.08823529411764705882352941176
39 		cacm-2956 		11 		N 			0.2727272727272727272727272727 			                0.08823529411764705882352941176
39 		cacm-1614 		12 		N 			0.25 			                0.08823529411764705882352941176
39 		cacm-2603 		13 		N 			0.2307692307692307692307692308 			                0.08823529411764705882352941176
39 		cacm-2126 		14 		R 			0.2857142857142857142857142857 			                0.1176470588235294117647058824
39 		cacm-1678 		15 		N 			0.2666666666666666666666666667 			                0.1176470588235294117647058824
39 		cacm-2627 		16 		N 			0.25 			                0.1176470588235294117647058824
39 		cacm-2265 		17 		R 			0.2941176470588235294117647059 			                0.1470588235294117647058823529
39 		cacm-2713 		18 		N 			0.2777777777777777777777777778 			                0.1470588235294117647058823529
39 		cacm-3167 		19 		N 			0.2631578947368421052631578947 			                0.1470588235294117647058823529
39 		cacm-2178 		20 		N 			0.25 			                0.1470588235294117647058823529
39 		cacm-3159 		21 		N 			0.2380952380952380952380952381 			                0.1470588235294117647058823529
39 		cacm-0602 		22 		N 			0.2272727272727272727272727273 			                0.1470588235294117647058823529
39 		cacm-1383 		23 		N 			0.2173913043478260869565217391 			                0.1470588235294117647058823529
39 		cacm-2909 		24 		N 			0.2083333333333333333333333333 			                0.1470588235294117647058823529
39 		cacm-2939 		25 		R 			0.24 			                0.1764705882352941176470588235
39 		cacm-0166 		26 		N 			0.2307692307692307692307692308 			                0.1764705882352941176470588235
39 		cacm-0630 		27 		N 			0.2222222222222222222222222222 			                0.1764705882352941176470588235
39 		cacm-2254 		28 		N 			0.2142857142857142857142857143 			                0.1764705882352941176470588235
39 		cacm-0527 		29 		N 			0.2068965517241379310344827586 			                0.1764705882352941176470588235
39 		cacm-2046 		30 		N 			0.2 			                0.1764705882352941176470588235
39 		cacm-2735 		31 		N 			0.1935483870967741935483870968 			                0.1764705882352941176470588235
39 		cacm-0248 		32 		N 			0.1875 			                0.1764705882352941176470588235
39 		cacm-2316 		33 		N 			0.1818181818181818181818181818 			                0.1764705882352941176470588235
39 		cacm-1098 		34 		N 			0.1764705882352941176470588235 			                0.1764705882352941176470588235
39 		cacm-1359 		35 		N 			0.1714285714285714285714285714 			                0.1764705882352941176470588235
39 		cacm-2717 		36 		N 			0.1666666666666666666666666667 			                0.1764705882352941176470588235
39 		cacm-2155 		37 		N 			0.1621621621621621621621621622 			                0.1764705882352941176470588235
39 		cacm-0867 		38 		N 			0.1578947368421052631578947368 			                0.1764705882352941176470588235
39 		cacm-1902 		39 		N 			0.1538461538461538461538461538 			                0.1764705882352941176470588235
39 		cacm-2078 		40 		N 			0.15 			                0.1764705882352941176470588235
39 		cacm-2141 		41 		N 			0.1463414634146341463414634146 			                0.1764705882352941176470588235
39 		cacm-2941 		42 		R 			0.1666666666666666666666666667 			                0.2058823529411764705882352941
39 		cacm-1463 		43 		N 			0.1627906976744186046511627907 			                0.2058823529411764705882352941
39 		cacm-2937 		44 		N 			0.1590909090909090909090909091 			                0.2058823529411764705882352941
39 		cacm-1457 		45 		N 			0.1555555555555555555555555556 			                0.2058823529411764705882352941
39 		cacm-1180 		46 		N 			0.1521739130434782608695652174 			                0.2058823529411764705882352941
39 		cacm-2699 		47 		N 			0.1489361702127659574468085106 			                0.2058823529411764705882352941
39 		cacm-2264 		48 		N 			0.1458333333333333333333333333 			                0.2058823529411764705882352941
39 		cacm-2705 		49 		N 			0.1428571428571428571428571429 			                0.2058823529411764705882352941
39 		cacm-2684 		50 		N 			0.14 			                0.2058823529411764705882352941
39 		cacm-2718 		51 		N 			0.1372549019607843137254901961 			                0.2058823529411764705882352941
39 		cacm-2083 		52 		N 			0.1346153846153846153846153846 			                0.2058823529411764705882352941
39 		cacm-2957 		53 		N 			0.1320754716981132075471698113 			                0.2058823529411764705882352941
39 		cacm-2470 		54 		N 			0.1296296296296296296296296296 			                0.2058823529411764705882352941
39 		cacm-0605 		55 		N 			0.1272727272727272727272727273 			                0.2058823529411764705882352941
39 		cacm-3104 		56 		N 			0.125 			                0.2058823529411764705882352941
39 		cacm-1366 		57 		N 			0.1228070175438596491228070175 			                0.2058823529411764705882352941
39 		cacm-3124 		58 		N 			0.1206896551724137931034482759 			                0.2058823529411764705882352941
39 		cacm-2931 		59 		N 			0.1186440677966101694915254237 			                0.2058823529411764705882352941
39 		cacm-2305 		60 		N 			0.1166666666666666666666666667 			                0.2058823529411764705882352941
39 		cacm-2864 		61 		N 			0.1147540983606557377049180328 			                0.2058823529411764705882352941
39 		cacm-2295 		62 		N 			0.1129032258064516129032258065 			                0.2058823529411764705882352941
39 		cacm-0890 		63 		N 			0.1111111111111111111111111111 			                0.2058823529411764705882352941
39 		cacm-2244 		64 		N 			0.109375 			                0.2058823529411764705882352941
39 		cacm-0464 		65 		N 			0.1076923076923076923076923077 			                0.2058823529411764705882352941
39 		cacm-2082 		66 		N 			0.1060606060606060606060606061 			                0.2058823529411764705882352941
39 		cacm-1290 		67 		N 			0.1044776119402985074626865672 			                0.2058823529411764705882352941
39 		cacm-2198 		68 		N 			0.1029411764705882352941176471 			                0.2058823529411764705882352941
39 		cacm-1922 		69 		N 			0.1014492753623188405797101449 			                0.2058823529411764705882352941
39 		cacm-0249 		70 		N 			0.1 			                0.2058823529411764705882352941
39 		cacm-3034 		71 		N 			0.09859154929577464788732394366 			                0.2058823529411764705882352941
39 		cacm-2632 		72 		R 			0.1111111111111111111111111111 			                0.2352941176470588235294117647
39 		cacm-0696 		73 		N 			0.1095890410958904109589041096 			                0.2352941176470588235294117647
39 		cacm-2877 		74 		N 			0.1081081081081081081081081081 			                0.2352941176470588235294117647
39 		cacm-2138 		75 		N 			0.1066666666666666666666666667 			                0.2352941176470588235294117647
39 		cacm-1469 		76 		N 			0.1052631578947368421052631579 			                0.2352941176470588235294117647
39 		cacm-1626 		77 		N 			0.1038961038961038961038961039 			                0.2352941176470588235294117647
39 		cacm-0205 		78 		N 			0.1025641025641025641025641026 			                0.2352941176470588235294117647
39 		cacm-1637 		79 		N 			0.1012658227848101265822784810 			                0.2352941176470588235294117647
39 		cacm-2243 		80 		N 			0.1 			                0.2352941176470588235294117647
39 		cacm-0851 		81 		N 			0.09876543209876543209876543210 			                0.2352941176470588235294117647
